subject,session_idx,session_name,rel_path,n_frames_in_file,frame_idx,delta_m_pct,class_label,qc_nan_inf,qc_flatline,qc_low_in_band,qc_pass,qc_in_band_ratio,qc_n_flatline_traces,qc_rx_max_flatline,qc_fail_any,session_n_pass,session_min_pass,session_eligible
1,0,8am,subject_1_8am.mat,125,37,0.0,0,False,False,False,True,0.37355653720194804,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,38,0.0,0,False,False,False,True,0.369361327245675,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,39,0.0,0,False,False,False,True,0.373910582908674,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,40,0.0,0,False,False,False,True,0.3727398487382048,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,41,0.0,0,False,False,False,True,0.3695919119916889,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,42,0.0,0,False,False,False,True,0.37486012747071773,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,43,0.0,0,False,False,False,True,0.3701387529640393,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,44,0.0,0,False,False,False,True,0.37852651327347775,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,45,0.0,0,False,False,False,True,0.37181223784011075,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,46,0.0,0,False,False,False,True,0.3713406720444703,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,47,0.0,0,False,False,False,True,0.3711405761875972,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,48,0.0,0,False,False,False,True,0.37361067876721143,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,49,0.0,0,False,False,False,True,0.3732563656955353,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,50,0.0,0,False,False,False,True,0.3721677425050703,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,51,0.0,0,False,False,False,True,0.3711900940250112,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,52,0.0,0,False,False,False,True,0.3698901754120042,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,53,0.0,0,False,False,False,True,0.3773421315023829,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,54,0.0,0,False,False,False,True,0.3656157278240802,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,55,0.0,0,False,False,False,True,0.37080322061819165,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,56,0.0,0,False,False,False,True,0.3759215748490445,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,57,0.0,0,False,False,False,True,0.3655741609983316,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,58,0.0,0,False,False,False,True,0.3696233539288695,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,59,0.0,0,False,False,False,True,0.3668397019156977,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,60,0.0,0,False,False,False,True,0.37430323072859994,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,61,0.0,0,False,False,False,True,0.3687688691555276,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,62,0.0,0,False,False,False,True,0.3697352049516427,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,63,0.0,0,False,False,False,True,0.3749768032214441,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,64,0.0,0,False,False,False,True,0.3666419583047814,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,65,0.0,0,False,False,False,True,0.3703132532459808,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,66,0.0,0,False,False,False,True,0.3676746597217369,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,67,0.0,0,False,False,False,True,0.36846195600800213,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,68,0.0,0,False,False,False,True,0.3710368556658749,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,69,0.0,0,False,False,False,True,0.36687578935117376,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,70,0.0,0,False,False,False,True,0.37490141642417063,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,71,0.0,0,False,False,False,True,0.3659662138033626,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,72,0.0,0,False,False,False,True,0.3714677845448783,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,73,0.0,0,False,False,False,True,0.3681983148120539,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,74,0.0,0,False,False,False,True,0.36715674743425675,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,75,0.0,0,False,False,False,True,0.3697259228284878,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,76,0.0,0,False,False,False,True,0.36978094962348784,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,77,0.0,0,False,False,False,True,0.3690655572802894,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,78,0.0,0,False,False,False,True,0.3675429238157608,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,79,0.0,0,False,False,False,True,0.3798971716169963,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,80,0.0,0,False,False,False,True,0.36806351821246724,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,81,0.0,0,False,False,False,True,0.3722401223008427,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,82,0.0,0,False,False,False,True,0.3706921818936034,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,83,0.0,0,False,False,False,True,0.3675033007675007,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,84,0.0,0,False,False,False,True,0.37101854860980443,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,85,0.0,0,False,False,False,True,0.37639127673206974,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,86,0.0,0,False,False,False,True,0.3627626399970982,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,87,0.0,0,False,False,False,True,0.3679646271345546,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,88,0.0,0,False,False,False,True,0.371148066147678,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,89,0.0,0,False,False,False,True,0.36923240065332324,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,90,0.0,0,False,False,False,True,0.3707634600074515,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,91,0.0,0,False,False,False,True,0.36999996399106727,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,92,0.0,0,False,False,False,True,0.3665759086395262,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,93,0.0,0,False,False,False,True,0.3649771765932726,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,94,0.0,0,False,False,False,True,0.35929054371752195,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,95,0.0,0,False,False,False,True,0.37135858733110716,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,96,0.0,0,False,False,False,True,0.37108074072602576,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,97,0.0,0,False,False,False,True,0.36242231659593127,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,98,0.0,0,False,False,False,True,0.3631150860156928,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,99,0.0,0,False,False,False,True,0.3659611760520839,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,100,0.0,0,False,False,False,True,0.3641308306103284,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,101,0.0,0,False,False,False,True,0.3647956991746478,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,102,0.0,0,False,False,False,True,0.37039010707032094,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,103,0.0,0,False,False,False,True,0.364873107799732,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,104,0.0,0,False,False,False,True,0.3623844647914356,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,105,0.0,0,False,False,False,True,0.36270178254197777,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,106,0.0,0,False,False,False,True,0.36454229185406156,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,107,0.0,0,False,False,False,True,0.3685017427525917,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,108,0.0,0,False,False,False,True,0.3669227953192137,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,109,0.0,0,False,False,False,True,0.36332515611248867,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,110,0.0,0,False,False,False,True,0.36654640829150104,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,111,0.0,0,False,False,False,True,0.3700652170681171,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,112,0.0,0,False,False,False,True,0.35947050525787133,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,113,0.0,0,False,False,False,True,0.36497610917811296,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,114,0.0,0,False,False,False,True,0.3609156881446115,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,115,0.0,0,False,False,False,True,0.3642630820635197,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,116,0.0,0,False,False,False,True,0.36217235993319574,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,117,0.0,0,False,False,False,True,0.359023599284848,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,118,0.0,0,False,False,False,True,0.36457767920109285,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,119,0.0,0,False,False,False,True,0.36788784614414527,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,120,0.0,0,False,False,False,True,0.3608698374343162,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,121,0.0,0,False,False,False,True,0.36426815677982116,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,122,0.0,0,False,False,False,True,0.3626348970844104,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,123,0.0,0,False,False,False,True,0.36813129748611445,0,0,False,125,63,True
1,0,8am,subject_1_8am.mat,125,124,0.0,0,False,False,False,True,0.3586427792640513,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,0,-0.5793742757821553,1,False,False,False,True,0.3488559565013819,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,1,-0.5793742757821553,1,False,False,False,True,0.35108500378569313,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,2,-0.5793742757821553,1,False,False,False,True,0.35492395622956624,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,3,-0.5793742757821553,1,False,False,False,True,0.35766975119764766,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,4,-0.5793742757821553,1,False,False,False,True,0.359819323412462,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,5,-0.5793742757821553,1,False,False,False,True,0.34199256510505344,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,6,-0.5793742757821553,1,False,False,False,True,0.3546653323617829,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,7,-0.5793742757821553,1,False,False,False,True,0.3523931021140295,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,8,-0.5793742757821553,1,False,False,False,True,0.3465550051665824,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,9,-0.5793742757821553,1,False,False,False,True,0.3537442609817103,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,10,-0.5793742757821553,1,False,False,False,True,0.3503939408743858,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,11,-0.5793742757821553,1,False,False,False,True,0.3492577835050801,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,12,-0.5793742757821553,1,False,False,False,True,0.3508111291697989,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,13,-0.5793742757821553,1,False,False,False,True,0.3549860626837563,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,14,-0.5793742757821553,1,False,False,False,True,0.35093378923414625,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,15,-0.5793742757821553,1,False,False,False,True,0.35048582183870924,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,16,-0.5793742757821553,1,False,False,False,True,0.35575357852066086,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,17,-0.5793742757821553,1,False,False,False,True,0.3527677750564379,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,18,-0.5793742757821553,1,False,False,False,True,0.35406931797923774,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,19,-0.5793742757821553,1,False,False,False,True,0.35326633325629536,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,20,-0.5793742757821553,1,False,False,False,True,0.3501424737705504,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,21,-0.5793742757821553,1,False,False,False,True,0.34605781440118627,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,22,-0.5793742757821553,1,False,False,False,True,0.3477697405364048,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,23,-0.5793742757821553,1,False,False,False,True,0.3551888901208888,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,24,-0.5793742757821553,1,False,False,False,True,0.35297636960036044,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,25,-0.5793742757821553,1,False,False,False,True,0.36088519520832346,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,26,-0.5793742757821553,1,False,False,False,True,0.35003899135836425,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,27,-0.5793742757821553,1,False,False,False,True,0.35557673319000455,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,28,-0.5793742757821553,1,False,False,False,True,0.35852959010209834,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,29,-0.5793742757821553,1,False,False,False,True,0.3539320390082654,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,30,-0.5793742757821553,1,False,False,False,True,0.35618493029778403,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,31,-0.5793742757821553,1,False,False,False,True,0.3507446992598,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,32,-0.5793742757821553,1,False,False,False,True,0.35819271257023966,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,33,-0.5793742757821553,1,False,False,False,True,0.349779747999313,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,34,-0.5793742757821553,1,False,False,False,True,0.3596903095152995,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,35,-0.5793742757821553,1,False,False,False,True,0.3562441504261887,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,36,-0.5793742757821553,1,False,False,False,True,0.35605871996916605,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,37,-0.5793742757821553,1,False,False,False,True,0.3566617411186853,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,38,-0.5793742757821553,1,False,False,False,True,0.35001224620541693,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,39,-0.5793742757821553,1,False,False,False,True,0.3474418158836131,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,40,-0.5793742757821553,1,False,False,False,True,0.3468226509474118,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,41,-0.5793742757821553,1,False,False,False,True,0.3497391335771263,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,42,-0.5793742757821553,1,False,False,False,True,0.3524677544689677,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,43,-0.5793742757821553,1,False,False,False,True,0.34680275677429234,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,44,-0.5793742757821553,1,False,False,False,True,0.3450966534406518,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,45,-0.5793742757821553,1,False,False,False,True,0.3480049841075397,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,46,-0.5793742757821553,1,False,False,False,True,0.3466015545658756,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,47,-0.5793742757821553,1,False,False,False,True,0.34821086980456956,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,48,-0.5793742757821553,1,False,False,False,True,0.3550014180897458,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,49,-0.5793742757821553,1,False,False,False,True,0.34800806857651745,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,50,-0.5793742757821553,1,False,False,False,True,0.34587072451832274,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,51,-0.5793742757821553,1,False,False,False,True,0.3485753991662402,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,52,-0.5793742757821553,1,False,False,False,True,0.3467896945932199,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,53,-0.5793742757821553,1,False,False,False,True,0.34270840270580866,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,54,-0.5793742757821553,1,False,False,False,True,0.3409142582339748,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,55,-0.5793742757821553,1,False,False,False,True,0.35404534694339557,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,56,-0.5793742757821553,1,False,False,False,True,0.34713735327457484,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,57,-0.5793742757821553,1,False,False,False,True,0.3508904124877647,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,58,-0.5793742757821553,1,False,False,False,True,0.34680844260153604,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,59,-0.5793742757821553,1,False,False,False,True,0.34244016917178516,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,60,-0.5793742757821553,1,False,False,False,True,0.34243103164282485,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,61,-0.5793742757821553,1,False,False,False,True,0.34426127647562166,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,62,-0.5793742757821553,1,False,False,False,True,0.3438537036574237,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,63,-0.5793742757821553,1,False,False,False,True,0.34342353818858523,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,64,-0.5793742757821553,1,False,False,False,True,0.3472243143808954,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,65,-0.5793742757821553,1,False,False,False,True,0.345568455327643,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,66,-0.5793742757821553,1,False,False,False,True,0.348364235568459,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,67,-0.5793742757821553,1,False,False,False,True,0.3498422158556908,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,68,-0.5793742757821553,1,False,False,False,True,0.3507028192170625,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,69,-0.5793742757821553,1,False,False,False,True,0.3460727666358336,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,70,-0.5793742757821553,1,False,False,False,True,0.3468769996053287,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,71,-0.5793742757821553,1,False,False,False,True,0.3430415302618231,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,72,-0.5793742757821553,1,False,False,False,True,0.3346177623539112,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,73,-0.5793742757821553,1,False,False,False,True,0.3451029711758617,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,74,-0.5793742757821553,1,False,False,False,True,0.3354783058009983,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,75,-0.5793742757821553,1,False,False,False,True,0.3475794064870111,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,76,-0.5793742757821553,1,False,False,False,True,0.34500609902102725,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,77,-0.5793742757821553,1,False,False,False,True,0.34260500468736094,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,78,-0.5793742757821553,1,False,False,False,True,0.34300116250382023,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,79,-0.5793742757821553,1,False,False,False,True,0.3488072149497986,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,80,-0.5793742757821553,1,False,False,False,True,0.34215416225721546,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,81,-0.5793742757821553,1,False,False,False,True,0.33751550845200945,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,82,-0.5793742757821553,1,False,False,False,True,0.3362131325659389,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,83,-0.5793742757821553,1,False,False,False,True,0.3369968052135939,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,84,-0.5793742757821553,1,False,False,False,True,0.3450217685013308,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,85,-0.5793742757821553,1,False,False,False,True,0.3426485737728843,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,86,-0.5793742757821553,1,False,False,False,True,0.3317602522560279,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,87,-0.5793742757821553,1,False,False,False,True,0.3381987662851581,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,88,-0.5793742757821553,1,False,False,False,True,0.3391119429642134,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,89,-0.5793742757821553,1,False,False,False,True,0.34220334480963427,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,90,-0.5793742757821553,1,False,False,False,True,0.3433342649691702,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,91,-0.5793742757821553,1,False,False,False,True,0.3364141773804132,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,92,-0.5793742757821553,1,False,False,False,True,0.3379366684063229,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,93,-0.5793742757821553,1,False,False,False,True,0.3323864750373981,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,94,-0.5793742757821553,1,False,False,False,True,0.3409625649400998,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,95,-0.5793742757821553,1,False,False,False,True,0.3407035333057677,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,96,-0.5793742757821553,1,False,False,False,True,0.3386742377328291,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,97,-0.5793742757821553,1,False,False,False,True,0.3431773970631738,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,98,-0.5793742757821553,1,False,False,False,True,0.34380533965940674,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,99,-0.5793742757821553,1,False,False,False,True,0.3386474148044172,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,100,-0.5793742757821553,1,False,False,False,True,0.3427314031574954,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,101,-0.5793742757821553,1,False,False,False,True,0.3475147649148272,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,102,-0.5793742757821553,1,False,False,False,True,0.3435132955184536,0,0,False,125,63,True
1,1,10am,subject_1_10am.mat,125,103,-0.5793742757821553,1,False,False,False,True,0.3418341387872287,0,0,False,125,63,True
